Team,Year,Contest (Average),AveragePoints,Contest (First),FirstPct,Contest (Top 5),Top5Pct
Sayville,2014,Efficiency,NA,Efficiency,0,Efficiency,0
West Carthage,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Main-Transit,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Great Bend,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Elsmere,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Hempstead Yellow Hornets,2014,Efficiency,0.52,Efficiency,5.2,Efficiency,12.9
Farmingville,2014,Efficiency,NA,Efficiency,0,Efficiency,0
Rockville Centre WDL,2014,Efficiency,NA,Efficiency,0,Efficiency,0
New Hyde Park,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
Roslyn,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
West Hempstead,2014,Efficiency,0.04,Efficiency,0,Efficiency,0
Port Washington,2014,Efficiency,0.00,Efficiency,0,Efficiency,0
Lindenhurst,2014,Efficiency,0.08,Efficiency,0.5,Efficiency,2.5
Copiague,2014,Efficiency,0.08,Efficiency,0.6,Efficiency,3
East Islip,2014,Efficiency,1.01,Efficiency,0,Efficiency,0
West Sayville,2014,Efficiency,0.19,Efficiency,0.2,Efficiency,0.8
Central Islip,2014,Efficiency,1.93,Efficiency,0.2,Efficiency,5.1
Westbury,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Selden,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Sea Breeze,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Carle Place,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Spencerport,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Levittown,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Rockville Centre WDL,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2015,Efficiency,NA,Efficiency,0,Efficiency,0
West Islip,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Merrick BE,2015,Efficiency,0.02,Efficiency,0,Efficiency,0.8
Main-Transit,2015,Efficiency,NA,Efficiency,0,Efficiency,0
North Lindenhurst,2015,Efficiency,0.36,Efficiency,0,Efficiency,0
Clayton,2015,Efficiency,NA,Efficiency,0,Efficiency,0
East Farmingdale,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Riverhead,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Islip,2015,Efficiency,0.88,Efficiency,6.1,Efficiency,24.1
Hempstead Yellow Hornets,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Deer Park,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Elsmere,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Roslyn,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Great Bend,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Henrietta,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Hicksville,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Sayville,2015,Efficiency,NA,Efficiency,0,Efficiency,0
North Bellmore,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Port Washington,2015,Efficiency,0.04,Efficiency,0,Efficiency,2.2
Farmingville,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
West Hempstead,2015,Efficiency,0.09,Efficiency,0,Efficiency,0
New Hyde Park,2015,Efficiency,0.04,Efficiency,0,Efficiency,0
Miller Place,2015,Efficiency,NA,Efficiency,0,Efficiency,0
East Islip,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Point Pleasant,2015,Efficiency,0.00,Efficiency,0,Efficiency,0
Central Islip,2015,Efficiency,3.51,Efficiency,6.2,Efficiency,25.8
Lindenhurst,2015,Efficiency,0.11,Efficiency,0.9,Efficiency,3.4
West Sayville,2015,Efficiency,0.14,Efficiency,0,Efficiency,0.2
Bay Shore,2015,Efficiency,0.05,Efficiency,0,Efficiency,0
Copiague,2015,Efficiency,0.01,Efficiency,0,Efficiency,0
Roslyn,2013,Efficiency,0.01,Efficiency,0,Efficiency,0
Sayville,2013,Efficiency,NA,Efficiency,0,Efficiency,0
East Islip,2013,Efficiency,0.26,Efficiency,0,Efficiency,0
Coram,2013,Efficiency,NA,Efficiency,0,Efficiency,0
East Farmingdale,2013,Efficiency,NA,Efficiency,0,Efficiency,0
West Hempstead,2013,Efficiency,0.66,Efficiency,0,Efficiency,0.7
Westbury,2013,Efficiency,0.00,Efficiency,0,Efficiency,0
Henrietta,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Port Washington,2013,Efficiency,0.03,Efficiency,0,Efficiency,1.5
Carle Place,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Manhasset-Lakeville,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Glenwood,2013,Efficiency,NA,Efficiency,0,Efficiency,0
West Islip,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Saint James,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Babylon,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Amityville,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Cutchogue,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Rocky Point,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Clayton,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Great Bend,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Selden,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Deerfield,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Baldwin,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Levittown,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Riverhead,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Copiague,2013,Efficiency,0.00,Efficiency,0,Efficiency,0
Deer Park,2013,Efficiency,0.00,Efficiency,0,Efficiency,0
New Hyde Park,2013,Efficiency,0.04,Efficiency,0,Efficiency,0
Oyster Bay TB,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Central Islip,2013,Efficiency,2.70,Efficiency,5.5,Efficiency,25.3
Spencerport,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Lake Placid,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Copenhagen,2013,Efficiency,NA,Efficiency,0,Efficiency,0
North Bellmore,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Hempstead Yellow Hornets,2013,Efficiency,0.00,Efficiency,0,Efficiency,0
Main-Transit,2013,Efficiency,0.00,Efficiency,0,Efficiency,0
North Lindenhurst,2013,Efficiency,0.51,Efficiency,4.8,Efficiency,13.9
Rockville Centre WDL,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Farmingville,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Hicksville,2013,Efficiency,0.66,Efficiency,4.3,Efficiency,20.6
Lindenhurst,2013,Efficiency,0.03,Efficiency,0.3,Efficiency,1
Bay Shore,2013,Efficiency,0.45,Efficiency,2.5,Efficiency,15.5
Point Pleasant,2013,Efficiency,NA,Efficiency,0,Efficiency,0
West Sayville,2013,Efficiency,0.32,Efficiency,0,Efficiency,0.4
Islip,2013,Efficiency,0.50,Efficiency,0.6,Efficiency,6.8
Rocky Point,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Medford,2015,Efficiency,NA,Efficiency,0,Efficiency,0
Bellmore,2013,Efficiency,NA,Efficiency,0,Efficiency,0
Brentwood,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Westbury,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0.2
Coram,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Ilion,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
New Hyde Park,1996,Motor Pump,1.06,Motor Pump,0,Motor Pump,0.6
Deerfield,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Port Washington,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
East Islip,1996,Motor Pump,0.05,Motor Pump,0,Motor Pump,0
Hempstead Flukes,1996,Motor Pump,0.01,Motor Pump,0,Motor Pump,0.6
Cutchogue,1996,Motor Pump,0.16,Motor Pump,0,Motor Pump,0
Selden,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Oyster Bay TB,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Point Pleasant,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Bay Shore,1996,Motor Pump,0.12,Motor Pump,0,Motor Pump,0
Sayville,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Islip,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Roslyn,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Patchogue,1996,Motor Pump,0.82,Motor Pump,1.2,Motor Pump,4.3
Clayton,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Spencerport,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
East Farmingdale,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Holbrook,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Barnard,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Levittown,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Central Islip,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Inwood,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hamlin,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Carle Place,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hewlett,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Merrick,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Manhasset-Lakeville,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Syosset,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Riverhead,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Wyandanch,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Babylon,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Islip,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Union Hose,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Carthage,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Lindenhurst,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hempstead Yellow Hornets,1996,Motor Pump,0.04,Motor Pump,0,Motor Pump,0
Sea Breeze,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Henrietta,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Main-Transit,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Lake Placid,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Bayport,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
West Hempstead,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Elmont,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hicksville,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Freeport,1996,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Lindenhurst,1996,Motor Pump,0.72,Motor Pump,0,Motor Pump,3.9
West Sayville,1996,Motor Pump,0.87,Motor Pump,0,Motor Pump,0.9
North Bellmore,1996,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Saint James,1996,Motor Pump,0.06,Motor Pump,0.3,Motor Pump,2.3
East Islip,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Farmingville,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Port Washington,1997,Motor Pump,0.11,Motor Pump,0.7,Motor Pump,3.5
Syosset,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
New Hyde Park,1997,Motor Pump,0.33,Motor Pump,0,Motor Pump,0.1
Riverhead,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Merrick,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Clayton,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Mineola,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Oyster Bay TB,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
South Hempstead,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Coram,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hempstead Flukes,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Selden,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Glenwood,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Barnard,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Central Islip,1997,Motor Pump,0.20,Motor Pump,0,Motor Pump,0
Carle Place,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Holbrook,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Farmingdale,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hewlett,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
East Farmingdale,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Westbury,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Wyandanch,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Deerfield,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hempstead Yellow Hornets,1997,Motor Pump,0.10,Motor Pump,0,Motor Pump,0
Inwood,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hamlin,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Cutchogue,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Lake Placid,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Bellmore,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
North Babylon,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Copiague,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Baldwin,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Sayville,1997,Motor Pump,0.07,Motor Pump,0,Motor Pump,0
Roslyn,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Brentwood,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Islip,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Manhasset-Lakeville,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Lindenhurst,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hicksville,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Levittown,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Spencerport,1997,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Bay Shore,1997,Motor Pump,0.05,Motor Pump,0,Motor Pump,0
Patchogue,1997,Motor Pump,0.36,Motor Pump,0,Motor Pump,0
Bayport,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
East Norwich,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Sea Breeze,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Hempstead,1997,Motor Pump,0.01,Motor Pump,0,Motor Pump,0
Elmont,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Saint James,1997,Motor Pump,0.03,Motor Pump,0,Motor Pump,1.8
Islip Terrace,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Main-Transit,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Lindenhurst,1997,Motor Pump,0.43,Motor Pump,1.3,Motor Pump,6.8
Point Pleasant,1997,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Lindenhurst,1998,Motor Pump,0.73,Motor Pump,0,Motor Pump,0.9
Sea Breeze,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Carthage,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Syosset,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Black River,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Roslyn,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hempstead Yellow Hornets,1998,Motor Pump,0.09,Motor Pump,0,Motor Pump,0
Barnard,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Holbrook,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hagerman,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
South Hempstead,1998,Motor Pump,0.06,Motor Pump,0,Motor Pump,0
Oyster Bay TB,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Port Washington,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Clayton,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Islip,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
New Hyde Park,1998,Motor Pump,0.12,Motor Pump,0,Motor Pump,0
West Islip,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Riverhead,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Lindenhurst,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Saint James,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0.1
Selden,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Copenhagen,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Cutchogue,1998,Motor Pump,0.02,Motor Pump,0,Motor Pump,0
Farmingville,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Central Islip,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Bay Shore,1998,Motor Pump,0.18,Motor Pump,0,Motor Pump,0
Hicksville,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hamlin,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Great Neck,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Kendall,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Islip Terrace,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Carle Place,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Coram,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Patchogue,1998,Motor Pump,0.23,Motor Pump,0.1,Motor Pump,1.6
Henrietta,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Baldwin,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Point Pleasant,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Bayport,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Wyandanch,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Sayville,1998,Motor Pump,2.52,Motor Pump,0,Motor Pump,0
Main-Transit,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Spencerport,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Copiague,1998,Motor Pump,0.01,Motor Pump,0,Motor Pump,0
Lake Placid,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Elmont,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
West Hempstead,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Manhasset-Lakeville,1998,Motor Pump,0.05,Motor Pump,0,Motor Pump,0
Westbury,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Merrick,1998,Motor Pump,0.01,Motor Pump,0,Motor Pump,0
East Islip,1998,Motor Pump,0.17,Motor Pump,0,Motor Pump,0
Mineola,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Brentwood,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Bellmore,1998,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
East Farmingdale,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Babylon,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Deerfield,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hewlett,1998,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Elmont,1999,Motor Pump,0.05,Motor Pump,0,Motor Pump,0
New Hyde Park,1999,Motor Pump,0.09,Motor Pump,0,Motor Pump,1.1
Oyster Bay TB,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Main-Transit,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Patchogue,1999,Motor Pump,0.35,Motor Pump,0,Motor Pump,0
Point Pleasant,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Westbury,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Carle Place,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Islip,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
South Hempstead,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Bay Shore,1999,Motor Pump,0.26,Motor Pump,0,Motor Pump,0
Copiague,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Manhasset-Lakeville,1999,Motor Pump,0.01,Motor Pump,0,Motor Pump,0
East Farmingdale,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Lindenhurst,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Henrietta,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Deerfield,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Merrick,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
West Sayville,1999,Motor Pump,0.79,Motor Pump,0,Motor Pump,0
Inwood,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Melville,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Huntington Manor,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hewlett,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Clayton,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Islip Terrace,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Port Washington,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Farmingville,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Glenwood,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hicksville,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Coram,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Babylon,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
East Islip,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Barnard,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Cutchogue,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hagerman,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Bellmore,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hempstead Yellow Hornets,1999,Motor Pump,0.47,Motor Pump,0,Motor Pump,2.4
Spencerport,1999,Motor Pump,1.37,Motor Pump,0,Motor Pump,0
Saint James,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Central Islip,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
West Islip,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Lindenhurst,1999,Motor Pump,0.04,Motor Pump,0,Motor Pump,0
Levittown,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Brentwood,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Baldwin,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Selden,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Babylon,1999,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Roslyn,1999,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hagerman,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Saint James,2000,Motor Pump,0.02,Motor Pump,0,Motor Pump,0
Central Islip,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Manhasset-Lakeville,2000,Motor Pump,0.19,Motor Pump,0,Motor Pump,0
New Hyde Park,2000,Motor Pump,0.04,Motor Pump,0,Motor Pump,0
Henrietta,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Clayton,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Farmingville,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
East Islip,2000,Motor Pump,0.21,Motor Pump,0,Motor Pump,0
Barnard,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Selden,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Deerfield,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Lindenhurst,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0.2
West Carthage,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Main-Transit,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Sayville,2000,Motor Pump,2.25,Motor Pump,0,Motor Pump,0
Point Pleasant,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Islip,2000,Motor Pump,0.01,Motor Pump,0,Motor Pump,0
Port Washington,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Spencerport,2000,Motor Pump,0.81,Motor Pump,0,Motor Pump,0
Oyster Bay TB,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hempstead Yellow Hornets,2000,Motor Pump,0.30,Motor Pump,0.7,Motor Pump,4.7
Elmont,2000,Motor Pump,0.08,Motor Pump,0,Motor Pump,0
North Babylon,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
West Hempstead,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Bay Shore,2000,Motor Pump,0.37,Motor Pump,0,Motor Pump,0
Copenhagen,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Union Hose,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
East Farmingdale,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Islip Terrace,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Huntington Manor,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hamlin,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Coram,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Mineola,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
South Hempstead,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Westbury,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Hewlett,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Brentwood,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Roslyn,2000,Motor Pump,0.49,Motor Pump,0,Motor Pump,0
Baldwin,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Carle Place,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
North Bellmore,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Cutchogue,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Patchogue,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Lindenhurst,2000,Motor Pump,0.00,Motor Pump,0,Motor Pump,0
Hicksville,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Copiague,2000,Motor Pump,NA,Motor Pump,0,Motor Pump,0
Spencerport,2001,Motor Pump,1.59,Motor Pump,0,Motor Pump,0
